Bankrupt?, Current Ratio, Retained Earnings to Total Assets, ROA(C) before interest and depreciation before interest, Net worth/Assets
0,0.010020562,0.940014804,0.527616633,0.914774617
0,0.010687642,0.940454915,0.517184225,0.886204916
0,0.012939117,0.953329515,0.5200117,0.909695559
0,0.013616182,0.948544772,0.529566616,0.879735163
0,0.007372832,0.94167272,0.480378297,0.895214197
0,0.014774993,0.948519733,0.546482718,0.897511866
0,0.011063928,0.945670681,0.529566616,0.884723524
0,0.021069513,0.936674055,0.469165895,0.897209541
0,0.01698341,0.92532005,0.445522352,0.849351513
0,0.013042081,0.938087397,0.507970555,0.880883998
0,0.025146255,0.941129609,0.502218106,0.959639629
0,0.032568385,0.93257186,0.483742017,0.873023551
0,0.007398417,0.930975103,0.465314678,0.90035372
0,0.020524741,0.942387039,0.533417833,0.935211779
0,0.006755673,0.924961476,0.496221908,0.848746863
0,0.015092621,0.940965173,0.496563155,0.931432718
0,0.021167485,0.941174501,0.49831814,0.918795538
0,0.004024948,0.926639818,0.460244723,0.916739729
0,0.007548182,0.944512689,0.521084191,0.895304895
0,0.011536937,0.949404752,0.526154146,0.924055991
0,0.00819467,0.932981628,0.520694194,0.869788675
0,0.015878266,0.937374266,0.483985765,0.922242041
0,0.023355933,0.942149995,0.507629308,0.966593101
0,0.011184989,0.956821091,0.550187686,0.902621157
0,0.006711992,0.939621031,0.481304539,0.892463041
0,0.012553471,0.940529014,0.527470385,0.934758291
0,0.008310114,0.935852717,0.492955687,0.855398011
0,0.012062989,0.952803752,0.514551748,0.921607159
0,0.011235534,0.948129471,0.519036708,0.871814252
0,0.008023064,0.941775142,0.501925608,0.878888654
0,0.006321353,0.935350358,0.496319407,0.866765426
0,0.005961916,0.930250615,0.472285867,0.882758412
0,0.020786831,0.932288869,0.479452055,0.957795447
0,0.004250845,0.926887834,0.452932287,0.86924449
0,0.008489209,0.916081675,0.427826257,0.873658433
0,0.006276423,0.932558622,0.46970214,0.921909484
0,0.011740369,0.923824887,0.438794911,0.934667594
0,0.003359116,0.921560747,0.464973431,0.882456087
0,0.01730603,0.921216955,0.487495734,0.902621157
0,0.006385003,0.937286468,0.511090528,0.878646794
0,0.008509802,0.931854429,0.480232048,0.871784019
0,0.010708859,0.935607152,0.468093404,0.941983856
0,0.008944746,0.939859952,0.496465656,0.909907186
0,0.010529764,0.935946138,0.49368693,0.896937449
0,0.00644491,0.930353765,0.469019646,0.862139855
0,0.005228689,0.940009705,0.490128211,0.909604861
0,0.015450186,0.955362569,0.589138595,0.920972277
0,0.008634606,0.939877358,0.480475796,0.9320676
0,0.01062524,0.926723799,0.458489738,0.897118844
0,0.007407153,0.928822625,0.46975089,0.866493334
0,0.006449278,0.936876083,0.492321942,0.892583971
0,0.003670503,0.922553676,0.440988641,0.841007346
0,0.009070175,0.932819508,0.488178228,0.880067721
0,0.007017763,0.94014745,0.528445376,0.932883877
0,0.023392751,0.943570454,0.514941744,0.954862896
0,0.009298567,0.935626524,0.4970994,0.845572452
0,0.0116087,0.944436187,0.517866719,0.92027693
0,0.009913854,0.949628878,0.491151952,0.959881489
0,0.005871433,0.940446712,0.528981621,0.916074614
0,0.028928459,0.943882936,0.484375762,0.977658191
0,0.009349737,0.952201477,0.544093989,0.911600206
0,0.008780004,0.941799187,0.542485253,0.857272425
0,0.005656145,0.933458198,0.501486862,0.807691145
0,0.007222442,0.939498889,0.52683664,0.859267769
0,0.006935392,0.93440005,0.487300736,0.759409862
0,0.005623695,0.934002672,0.504168089,0.865223569
0,0.013669848,0.935135345,0.507239312,0.915953684
0,0.007120103,0.929929327,0.474089602,0.865646824
0,0.007640538,0.939855227,0.524691659,0.855549173
0,0.012758151,0.941865639,0.553551406,0.890376999
0,0.013878272,0.953760302,0.540145274,0.929951326
0,0.004101703,0.932963081,0.491639448,0.812467878
0,0.014750656,0.938917261,0.524691659,0.895697917
0,0.006365659,0.932486915,0.486033247,0.844907337
0,0.004831186,0.926187106,0.467508409,0.861565438
0,0.016738793,0.922162368,0.434456199,0.956193125
0,0.004634619,0.923437496,0.457709745,0.848595701
0,0.002806231,0.918322313,0.459659728,0.805786498
0,0.006426189,0.902805941,0.421147565,0.860718929
0,0.006733208,0.932217075,0.43884366,0.913172295
0,0.009996225,0.934220415,0.446156096,0.921637392
0,0.002490476,0.919565297,0.462243455,0.853039877
0,0.013189974,0.924144819,0.484327012,0.887444448
0,0.012144112,0.939296377,0.519329206,0.887535145
0,0.012263924,0.933426757,0.486618242,0.879614233
0,0.009477662,0.933303016,0.471213377,0.888139795
0,0.007338511,0.928517775,0.460829718,0.889711884
0,0.004684541,0.92285033,0.451567299,0.878888654
0,0.011141307,0.933689965,0.495441915,0.891888624
0,0.006235862,0.931565663,0.479890801,0.879009584
0,0.00736784,0.928096379,0.47082338,0.856395683
0,0.013792157,0.945219705,0.547993955,0.920579254
0,0.008048649,0.922707216,0.435041193,0.904707198
0,0.006863629,0.909104233,0.398089017,0.851074765
0,0.007780319,0.930712591,0.50056062,0.882818877
0,0.007027747,0.934226923,0.471359626,0.882304925
0,0.002517933,0.922632247,0.468873397,0.848867793
0,0.009221188,0.930957649,0.487203237,0.905221151
0,0.010167831,0.932137813,0.494369424,0.899688605
0,0.009084527,0.937764492,0.510505533,0.954107083
0,0.003590004,0.917197512,0.494710671,0.836230613
0,0.019613667,0.938100693,0.506410569,0.937932702
0,0.00645115,0.931505418,0.494271925,0.844998035
0,0.013542547,0.942686735,0.506946814,0.933911782
0,0.005376582,0.940558568,0.481694535,0.923844363
0,0.006716984,0.930706435,0.473992103,0.89962814
0,0.015281076,0.930665889,0.436162434,0.964446594
0,0.009009644,0.952162869,0.549651441,0.91882577
0,0.008687024,0.939991347,0.522644177,0.853342202
0,0.005675489,0.924824551,0.466777166,0.817970191
0,0.007218074,0.940226576,0.521961683,0.86316776
0,0.008424935,0.934749011,0.491785697,0.797926051
0,0.005531964,0.932614518,0.496611905,0.844000363
0,0.011216814,0.930283176,0.473309609,0.897360704
0,0.004572841,0.922891044,0.440647394,0.873900293
0,0.007736013,0.936980618,0.50402184,0.847174774
0,0.011589355,0.937753814,0.512504266,0.883604922
0,0.013908225,0.956362776,0.553697655,0.943283853
0,0.003570036,0.928441239,0.49251694,0.799044653
0,0.011950665,0.936672531,0.50967679,0.872086344
0,0.007047092,0.934067168,0.493589431,0.856758473
0,0.006403724,0.927800753,0.487934481,0.838679445
0,0.018473577,0.907439163,0.474089602,0.958732654
0,0.004375649,0.91442322,0.498220641,0.875411918
0,0.002471131,0.906082763,0.479013309,0.789491187
0,0.005480794,0.913874844,0.454102277,0.852404994
0,0.007899507,0.931605812,0.45941598,0.913504852
0,0.007308558,0.926402305,0.453224784,0.869456118
0,0.002956621,0.938581094,0.465412178,0.840886417
0,0.01815907,0.935363268,0.495929411,0.910149046
0,0.009203715,0.93717918,0.490664457,0.892704901
0,0.015495115,0.933871614,0.475990835,0.881911903
0,0.011733505,0.934103064,0.482425779,0.894942105
0,0.004897333,0.925919461,0.449373568,0.875744475
0,0.006215269,0.916019786,0.490176961,0.907337425
0,0.012479836,0.930828979,0.478038317,0.903407201
0,0.00362183,0.914204165,0.462389704,0.888744445
0,0.00655661,0.92462022,0.483839516,0.885570034
0,0.009477662,0.953478685,0.557938868,0.951779182
0,0.036225784,0.928900931,0.487154487,0.977416332
0,0.003929473,0.89382069,0.370643007,0.818846933
0,0.007584376,0.932072025,0.492321942,0.898358376
0,0.006683286,0.941203052,0.514649247,0.916256009
0,0.003666135,0.930393668,0.482182031,0.859963116
0,0.005447097,0.933143238,0.495880661,0.902832784
0,0.012256436,0.936264322,0.493491932,0.903225806
0,0.011088889,0.928664268,0.473358358,0.955165221
0,0.020525365,0.935300572,0.536245308,0.879463071
0,0.015735988,0.934997107,0.477843319,0.919883907
0,0.005713555,0.934140261,0.495441915,0.827825982
0,0.010484211,0.938595529,0.479939551,0.91250718
0,0.00700341,0.940912881,0.465363428,0.947818726
0,0.007264252,0.925988518,0.488665724,0.931251323
0,0.011322898,0.932936653,0.493784429,0.945521057
0,0.011847077,0.953111695,0.535367816,0.912235088
0,0.01034443,0.938695412,0.520840443,0.859056142
0,0.004708254,0.914831508,0.455467265,0.817788796
0,0.00781152,0.942032511,0.505630576,0.871451462
0,0.010243962,0.946777783,0.578949934,0.863802642
0,0.007203098,0.936456831,0.520645444,0.848716631
0,0.018798069,0.928073833,0.466045922,0.942376878
0,0.001445237,0.921473576,0.446692341,0.867279378
0,0.008394982,0.937092932,0.489055721,0.858391027
0,0.010795598,0.929760728,0.489640716,0.883483992
0,0.01306517,0.958548664,0.558767611,0.929981558
0,0.015263603,0.948545105,0.587871106,0.882214227
0,0.010645833,0.932006132,0.485886998,0.855004988
0,0.007375952,0.936072802,0.497489397,0.879553768
0,0.007845841,0.929182324,0.480914542,0.848746863
0,0.014950343,0.908566796,0.484375762,0.944311757
0,0.006053647,0.90956871,0.497781894,0.866311939
0,0.002144143,0.92657798,0.474772096,0.791093509
0,0.00336286,0.911477911,0.458050992,0.881730508
0,0.008081722,0.931604029,0.461463462,0.910965323
0,0.006979697,0.927679753,0.453371033,0.865314267
0,0.003429006,0.938571317,0.46516843,0.843637573
0,0.018127245,0.93173031,0.465948423,0.907428122
0,0.014475462,0.936503551,0.489981963,0.880521208
0,0.014363762,0.933307678,0.47545459,0.878525864
0,0.013504482,0.936107319,0.483888266,0.89488164
0,0.006025566,0.921160887,0.446399844,0.873718898
0,0.006199669,0.916713674,0.486520743,0.903497899
0,0.015225538,0.929274144,0.48115829,0.910783928
0,0.004535399,0.933285643,0.480085799,0.899658373
0,0.006458638,0.923744988,0.481012041,0.879221211
0,0.010145366,0.957345882,0.546482718,0.964930314
0,0.028020505,0.93274244,0.484278263,0.972307041
0,0.003677992,0.933175173,0.471847121,0.863923572
0,0.009022125,0.933439278,0.494613172,0.900686277
0,0.00829701,0.939380643,0.501340613,0.922635064
0,0.004708254,0.929660777,0.476819578,0.860870091
0,0.017063909,0.93332141,0.499146882,0.913444387
0,0.010805583,0.924175853,0.43313996,0.899779303
0,0.017516326,0.928717756,0.475844586,0.966290776
0,0.010167207,0.939902941,0.520840443,0.91918856
0,0.01687483,0.925708921,0.472773363,0.945823382
0,0.005618079,0.936751051,0.501291864,0.86401427
0,0.009063934,0.937875415,0.474918344,0.910753696
0,0.006335706,0.941121197,0.470335885,0.944311757
0,0.009150673,0.921715037,0.468629649,0.928832724
0,0.020014914,0.932018036,0.476234583,0.965897754
0,0.010255194,0.953806699,0.534100327,0.92550715
0,0.015183104,0.938179034,0.511188027,0.860325906
0,0.005265506,0.884572055,0.388192853,0.842156181
0,0.008316355,0.943305242,0.512748013,0.872993319
0,0.016667655,0.949411764,0.580217423,0.866432869
0,0.006335082,0.935727145,0.506069322,0.839616652
0,0.02119307,0.921093497,0.447179837,0.940381534
0,0.00221341,0.912489551,0.440549895,0.86353055
0,0.007293581,0.93734087,0.485984498,0.852072437
0,0.008249584,0.920920242,0.441963633,0.855367778
0,0.030203962,0.959884171,0.543460245,0.960788463
0,0.020254539,0.950243612,0.599132258,0.918402515
0,0.009732887,0.933419138,0.489250719,0.849623606
0,0.007946309,0.94087023,0.517476722,0.894488617
0,0.007391553,0.933504261,0.47199337,0.868821235
0,0.031666048,0.907023068,0.48003705,0.955074523
0,0.006617764,0.911281935,0.488763223,0.86220032
0,0.00239188,0.924299765,0.474187101,0.788614445
0,0.002959741,0.908878561,0.459757227,0.89367234
0,0.008464872,0.926294451,0.430507483,0.918856003
0,0.00868952,0.926453063,0.473358358,0.862291018
0,0.00336598,0.947738616,0.466045922,0.865707289
0,0.027662316,0.930169427,0.459123483,0.922876924
0,0.010232105,0.9381352,0.492029445,0.882032832
0,0.011513849,0.932895052,0.473748355,0.865556127
0,0.022318183,0.934845169,0.481353288,0.905190918
0,0.005263634,0.91510084,0.444693609,0.86389334
0,0.007688588,0.915301904,0.494271925,0.898116516
0,0.023618647,0.926796878,0.481743285,0.918916468
0,0.008021192,0.932132014,0.470238385,0.906369985
0,0.007833361,0.927877802,0.507336811,0.884511896
0,0.009866428,0.957525622,0.526056647,0.967076821
0,0.049528083,0.930659002,0.482523278,0.978020981
0,0.005475178,0.922765438,0.432116219,0.858270097
0,0.0097566,0.93057569,0.482913275,0.908607189
0,0.00662026,0.94117964,0.511236777,0.902681622
0,0.004003732,0.919950263,0.452737289,0.864346827
0,0.016112898,0.936110395,0.498561888,0.914139735
0,0.01083928,0.934184562,0.5029006,0.903981619
0,0.025475116,0.937617562,0.506751816,0.973667503
0,0.010804958,0.93528332,0.50056062,0.918523445
0,0.015165631,0.940382783,0.475990835,0.935272244
0,0.007838977,0.936168225,0.499341881,0.860749161
0,0.009775321,0.935331081,0.462048457,0.91238625
0,0.007338511,0.927353356,0.453809779,0.924086223
0,0.017265469,0.914823852,0.470725881,0.959186141
0,0.014445509,0.928265787,0.453809779,0.961876833
0,0.017547527,0.954633595,0.538829035,0.903346736
0,0.013174374,0.939240329,0.511821772,0.866251474
0,0.003219959,0.88592088,0.418563838,0.811530671
0,0.008534139,0.943617867,0.524691659,0.848384074
0,0.020338782,0.946166387,0.565105055,0.862351483
0,0.006219637,0.936180961,0.511236777,0.841944554
0,0.029782746,0.917153259,0.462925949,0.951083835
0,0.003344763,0.904146869,0.442353629,0.935876893
0,0.007730397,0.938935219,0.478038317,0.85125616
0,0.009822122,0.921462375,0.488178228,0.850107325
0,0.024795554,0.957802342,0.552771413,0.949904768
0,0.023933155,0.944233393,0.552673914,0.929679233
0,0.009613699,0.92924295,0.461999708,0.833812014
0,0.007305437,0.9394791,0.509335543,0.890709556
0,0.007184377,0.93318209,0.480329547,0.854702663
0,0.048864122,0.910657431,0.46633842,0.947365239
0,0.005634304,0.899061424,0.443036123,0.856456148
0,0.002245859,0.914594855,0.45029981,0.794600478
0,0.004532279,0.904810245,0.457417248,0.895304895
0,0.009462685,0.91593894,0.407058938,0.929225746
0,0.006376891,0.90811391,0.437819919,0.865163104
0,0.002797495,0.944968839,0.48003705,0.901049067
0,0.186486158,0.928451817,0.460927217,0.966714031
0,0.014069223,0.93955191,0.506410569,0.887323518
0,0.013444576,0.931355541,0.465997173,0.903860689
0,0.008033672,0.932370936,0.475064593,0.924267618
0,0.005152558,0.910314455,0.448886072,0.855639871
0,0.007621193,0.90703317,0.447911081,0.887777005
0,0.025600544,0.929706106,0.483742017,0.918190888
0,0.006164723,0.905076146,0.400526495,0.893128156
0,0.00704834,0.928539163,0.485886998,0.861625903
0,0.019410236,0.953820906,0.50631307,0.933035039
0,0.028849208,0.928766325,0.477404573,0.965353569
0,0.004616522,0.862304086,0.364841808,0.819693443
0,0.011236782,0.929628409,0.485204504,0.919369955
0,0.006549746,0.932749725,0.467654658,0.876500287
0,0.004125416,0.917032725,0.460000975,0.859842186
0,0.005994989,0.927861861,0.47087213,0.888835142
0,0.012056749,0.932094064,0.492955687,0.90655138
0,0.025659826,0.93218204,0.474138351,0.973758201
0,0.010889826,0.908817853,0.478915809,0.93073737
0,0.021150636,0.943523555,0.489543216,0.956102428
0,0.010706987,0.935905868,0.496953152,0.851709647
0,0.013415247,0.934599716,0.476088334,0.904676966
0,0.007055204,0.923012151,0.460195973,0.930042023
0,0.021578092,0.921213188,0.501486862,0.960244279
0,0.016149092,0.916793648,0.438453664,0.970493092
0,0.015510092,0.95200163,0.528104129,0.889923512
0,0.009693573,0.936945943,0.497879394,0.862079391
0,0.003759739,0.879228432,0.419100083,0.84348641
0,0.009933198,0.944410595,0.528981621,0.887444448
0,0.009999969,0.946109164,0.565202554,0.855488708
0,0.007425874,0.936067705,0.515867986,0.856063125
0,0.021941897,0.914115933,0.45142105,0.936360613
0,0.01832818,0.897998889,0.446009847,0.95576987
0,0.007550678,0.939191979,0.493248184,0.858572422
0,0.010237722,0.908864895,0.448057329,0.859146839
0,0.036404879,0.95741894,0.537074051,0.965716359
0,0.011854565,0.937424616,0.537025301,0.921607159
0,0.004609658,0.93432826,0.50748306,0.812649273
0,0.006994674,0.925396739,0.451518549,0.835716661
0,0.010275787,0.941017143,0.511919271,0.893007226
0,0.008263937,0.933672185,0.479500804,0.865918916
0,0.041227952,0.923691689,0.472285867,0.948393143
0,0.006309497,0.886368281,0.498561888,0.870121232
0,0.003387197,0.913188734,0.480914542,0.810321371
0,0.006521665,0.904245651,0.465363428,0.91930949
0,0.009531952,0.925450249,0.467605908,0.950116395
0,0.00532354,0.886592752,0.437332423,0.835444569
0,0.003856462,0.939214033,0.469945888,0.931402485
0,0.119110393,0.936608973,0.502559353,0.965383801
0,0.018213984,0.942996562,0.493053186,0.953865224
0,0.188816884,0.927520573,0.467020914,0.941258276
0,0.01637062,0.938638268,0.497830644,0.938567585
0,0.003976275,0.89679543,0.433676205,0.85721196
0,0.007336015,0.912868636,0.494125676,0.87544215
0,0.029742809,0.930083634,0.48340077,0.927653657
0,0.002278932,0.936972262,0.485935748,0.892553738
0,0.00819467,0.933040056,0.501925608,0.861353811
0,0.008310114,0.952456574,0.495003169,0.924630408
0,0.067179822,0.935370497,0.489250719,0.983069807
0,0.008968459,0.879756587,0.496806903,0.846842217
0,0.01208171,0.932024749,0.478720811,0.910844393
0,0.009057694,0.934007704,0.493394433,0.864195665
0,0.005245537,0.907609391,0.47540584,0.880763068
0,0.006797483,0.936059741,0.500024375,0.869909605
0,0.015730996,0.933699801,0.487300736,0.904949058
0,0.029805835,0.921781689,0.461414713,0.972730296
0,0.00613477,0.932922504,0.4799883,0.912235088
0,0.030733133,0.943893358,0.488178228,0.969314025
0,0.007065813,0.933476695,0.471457125,0.843002691
0,0.009243029,0.92926552,0.461170965,0.895818847
0,0.009299815,0.924743136,0.468142154,0.945007105
0,0.034668223,0.912199408,0.48803198,0.969344257
0,0.011452694,0.918698521,0.425437527,0.938839677
0,0.013902609,0.956370842,0.517476722,0.927381564
0,0.010653945,0.936523011,0.488275728,0.85040965
0,0.00564304,0.870210383,0.452932287,0.889016537
0,0.011171884,0.943312578,0.529225369,0.898479306
0,0.010433665,0.953774762,0.607273436,0.886446776
0,0.006768154,0.937068855,0.519914201,0.868609608
0,0.039939969,0.927273093,0.491541949,0.953079179
0,0.018328804,0.89611991,0.495149417,0.969465187
0,0.006822444,0.94086708,0.494028177,0.846146869
0,0.015788406,0.910047569,0.457709745,0.932762947
0,0.03529911,0.956643006,0.530687856,0.95746289
0,0.016639574,0.93508174,0.512065519,0.914139735
0,0.004745071,0.934160166,0.504704334,0.790065604
0,0.010438033,0.941744734,0.544776483,0.844393385
0,0.008380629,0.936282583,0.486228246,0.883302597
0,0.005893897,0.932499307,0.473943353,0.852011972
0,0.054322451,0.923772343,0.483205772,0.953139644
